block_id,street,barrio,tipo_c,red_jerarq,n_lines_on,lines_on,n_lines_walk,lines_walk,buses_hour_walk,buses_hour_on,n_stops_walk
13782,CHILE,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,002 023 056 062 084 086 095 096 098 103 118 129 188,373.0,0.0,0
13783,ALBERTI,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,129,14,002 023 056 062 084 086 095 096 098 103 118 129 168 188,424.1,13.8,1
13784,CAMPANA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,2,025 047,35.7,0.0,0
13785,"LISTA, RAMON, CORONEL",Villa Real,CALLE,VÍA LOCAL,0,,9,021 028 080 085 108 117 146 161 181,366.8,0.0,0
13786,ESPRONCEDA,Villa Real,PASAJE,VÍA LOCAL,0,,10,021 028 053 080 085 108 117 146 161 181,409.5,0.0,0
13787,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,002,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,14.0,0
13788,"IRIGOYEN, BERNARDO DE",Monserrat,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,0,,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,0.0,0
13789,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,002 091,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,18.1,3
13790,9 DE JULIO AV.,Monserrat,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,12,009 010 017 039 045 059 067 070 091 098 100 129,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,194.1,7
13791,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,002 091,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,18.1,6
13792,9 DE JULIO AV.,Monserrat,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,11,009 010 017 039 045 059 067 070 091 100 129,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,174.7,7
13793,LASCANO,Monte Castro,CALLE,VÍA LOCAL,3,053 106 135,5,053 085 106 114 135,141.2,50.7,1
13794,"PAZ, MARCOS",Monte Castro,CALLE,VÍA LOCAL,0,,6,053 085 106 114 124 135,161.2,0.0,0
13795,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,002 091,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,18.1,3
13796,LIMA,Monserrat,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,0,,16,002 009 010 017 039 045 059 060 067 070 091 096 098 100 126 129,635.6,0.0,0
13797,REPUBLICA BOLIVARIANA DE VENEZUELA,Almagro,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,084 088,10,002 007 056 084 088 096 103 127 128 160,281.6,20.8,1
13798,YAPEYU,Almagro,CALLE,VÍA LOCAL,0,,14,002 007 008 026 056 084 086 088 096 103 127 128 132 160,440.0,0.0,1
13799,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,002,18,002 009 010 017 023 039 045 059 060 067 070 091 096 098 100 102 126 129,705.6,14.0,3
13800,SALTA,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,4,002 039 060 098,18,002 009 010 017 023 039 045 059 060 067 070 091 096 098 100 102 126 129,703.6,82.5,5
13801,"PAZ, GRAL. AV.",Villa Real,AVENIDA,VÍA TRONCAL,6,021 028 053 117 124 161,11,021 028 053 080 085 108 117 124 146 161 181,429.5,129.5,0
13802,ARREGUI,Monte Castro,CALLE,VÍA LOCAL,0,,7,025 053 106 107 114 124 135,181.0,0.0,0
13803,ALLENDE,Monte Castro,CALLE,VÍA LOCAL,0,,7,025 053 106 107 114 124 135,181.0,0.0,0
13804,NOGOYA,Villa Devoto,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,047 109,8,025 047 053 107 109 124 135 181,205.7,26.9,3
13805,"ROJAS, DIEGO DE",Villa Devoto,PASAJE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,1
13806,TINOGASTA,Villa Real,CALLE,VÍA LOCAL,0,,3,053 135 181,81.2,0.0,0
13807,ESQUINA,Villa Real,PASAJE,VÍA LOCAL,0,,3,053 135 181,81.2,0.0,0
13808,"VARELA, JOSE PEDRO",Villa Real,CALLE,VÍA LOCAL,0,,6,053 080 108 135 146 181,174.9,0.0,0
13809,"BAUZA, FRANCISCO",Villa Real,PASAJE,VÍA LOCAL,0,,7,053 080 085 108 135 146 181,205.8,0.0,0
13810,RIVADAVIA AV.,Caballito,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,8,002 008 026 085 086 088 103 132,17,002 008 015 025 026 042 055 065 084 085 086 088 103 132 135 172 181,522.2,126.6,5
13811,"AMBROSETTI, JUAN B.",Caballito,CALLE,VÍA LOCAL,0,,17,002 008 015 025 026 042 055 065 084 085 086 088 103 132 135 172 181,522.2,0.0,1
13812,REPUBLICA BOLIVARIANA DE VENEZUELA,Almagro,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,084 088,14,002 007 008 026 056 084 086 088 096 103 127 128 132 160,440.0,20.8,1
13813,"BOCAYUVA, QUINTINO",Almagro,CALLE,VÍA LOCAL,0,,13,002 008 026 056 084 086 088 096 103 127 128 132 160,409.8,0.0,2
13814,"BELAUSTEGUI, LUIS, DR.",Villa Santa Rita,CALLE,VÍA LOCAL,0,,8,034 053 063 084 124 133 134 166,247.5,0.0,0
13815,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,0,,6,047 063 084 124 133 134,134.5,0.0,0
13816,PASEO COLON AV.,San Telmo,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,0,,21,002 004 008 022 024 028 029 033 061 062 064 074 086 093 111 126 129 130 143 152 159,632.8,0.0,0
13817,GALICIA,Villa Santa Rita,CALLE,VÍA LOCAL,0,,11,034 053 063 084 106 113 124 133 134 166 181,320.5,0.0,0
13818,TERRADA,Villa Santa Rita,CALLE,VÍA LOCAL,0,,11,034 053 063 084 106 113 124 133 134 166 181,320.5,0.0,1
13819,CHILE,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,002 023 056 062 084 086 095 096 098 103 118 129 188,378.3,0.0,0
13820,SAAVEDRA,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,16,002 023 056 062 084 086 088 095 096 098 101 103 118 129 168 188,491.1,0.0,0
13821,GAONA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,084 106 124 181,5,084 106 113 124 181,143.1,56.9,4
13822,"ARTIGAS, JOSE GERVASIO, GRAL.",Villa Gral. Mitre,CALLE,VÍA LOCAL,1,113,5,084 106 113 124 181,143.1,7.1,3
13823,"LOZANO, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,4
13824,LOPE DE VEGA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,3,053 135 181,8,025 047 053 107 109 124 135 181,205.7,81.2,8
13825,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,096,18,002 009 010 017 023 039 045 059 060 067 070 091 096 098 100 102 126 168,734.6,26.3,5
13826,SANTIAGO DEL ESTERO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,039 060,16,002 009 023 039 045 060 067 070 091 096 098 100 102 126 129 168,618.7,58.7,3
13827,SANTO TOME,Monte Castro,CALLE,VÍA LOCAL,0,,7,025 053 106 107 109 124 135,198.9,0.0,0
13828,DESAGUADERO,Monte Castro,CALLE,VÍA LOCAL,0,,8,025 047 053 106 107 109 124 135,220.7,0.0,1
13829,CAMARONES,Villa Santa Rita,CALLE,VÍA LOCAL,2,025 047,3,025 047 053,64.8,17.7,3
13830,SAN NICOLAS,Villa Santa Rita,CALLE,VÍA LOCAL,0,,3,025 047 053,64.8,0.0,1
13831,MEXICO,Balvanera,CALLE,VÍA LOCAL,1,096,19,002 023 031 032 041 056 062 075 084 086 088 096 098 101 103 115 118 129 188,538.1,24.0,3
13832,DEAN FUNES,Balvanera,CALLE,VÍA LOCAL,1,101,19,002 007 023 031 032 041 056 062 075 084 088 096 098 101 103 115 118 129 188,561.8,20.0,4
13833,"GIUFFRA, JOSE M.,DR.",San Telmo,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,20,002 004 008 022 024 028 029 033 061 062 064 074 086 093 111 126 129 130 143 152,558.2,0.0,0
13834,"VERA PEÑALOZA,  ROSARIO",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,2,002 004,19.0,0.0,1
13835,MELINCUE,Villa Devoto,CALLE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,0
13836,"CALDERON DE LA BARCA, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,0
13837,24 DE NOVIEMBRE,Balvanera,CALLE,VÍA LOCAL,4,031 032 056 075,14,002 007 031 032 041 056 075 084 088 096 098 101 103 115,431.3,53.0,6
13838,"VERA PEÑALOZA,  ROSARIO",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,1,004,10.9,0.0,0
13839,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,096,14,002 009 023 039 045 060 070 091 096 098 100 102 126 168,566.4,26.3,4
13840,SAN JOSE,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,023 102,8,002 023 039 060 096 098 102 168,395.3,34.0,3
13841,"ARANGUREN, JUAN F., DR.",Caballito,CALLE,VÍA LOCAL,4,084 092 172 181,6,084 092 106 124 172 181,173.0,55.3,3
13842,FRAGATA PRES. SARMIENTO,Caballito,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,6,084 092 106 124 172 181,173.0,0.0,2
13843,BOGOTA,Caballito,CALLE,VÍA LOCAL,0,,7,084 092 136 163 172 180 181,174.8,0.0,0
13844,"REPETTO, NICOLAS, DR.",Caballito,CALLE,VÍA LOCAL,0,,4,084 092 172 181,107.9,0.0,0
13845,BAIGORRIA,,CALLE,VÍA LOCAL,2,047 109,8,025 047 053 107 109 124 135 181,205.7,26.9,2
13846,CERVANTES,Villa Devoto,CALLE,VÍA LOCAL,3,025 107 124,8,025 047 053 107 109 124 135 181,205.7,34.9,4
13847,"GIUFFRA, JOSE M.,DR.",San Telmo,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,17,002 008 022 024 028 029 033 061 062 064 074 086 093 126 130 143 152,501.0,0.0,1
13848,DEFENSA,San Telmo,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,022,17,002 008 022 024 028 029 033 061 062 064 074 086 093 126 130 143 152,501.0,13.6,3
13849,"BEIRO, FRANCISCO AV.",Villa Real,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,6,053 080 085 108 146 181,10,021 028 053 080 085 108 117 146 161 181,409.5,148.9,8
13850,ALLENDE,Monte Castro,CALLE,VÍA LOCAL,0,,7,025 053 106 107 114 124 135,181.0,0.0,0
13851,MENDEZ DE ANDES,Caballito,CALLE,VÍA LOCAL,0,,8,044 076 084 092 106 124 172 181,237.7,0.0,1
13852,"SEGUI, F. J., ALTE.",Caballito,CALLE,VÍA LOCAL,1,084,8,044 076 084 092 106 124 172 181,237.7,15.0,2
13853,AVELLANEDA,Caballito,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,092 172,4,084 092 172 181,107.9,27.8,2
13854,ESPINOSA,Caballito,CALLE,VÍA LOCAL,0,,4,084 092 172 181,107.9,0.0,4
13855,CHIVILCOY,Monte Castro,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,3,053 109 135,91.0,0.0,0
13856,FRANKLIN,Flores,CALLE,VÍA LOCAL,1,099,5,084 106 113 124 181,143.1,0.0,0
13857,"BUFANO, ALFREDO R.",Flores,CALLE,VÍA LOCAL,1,099,5,084 106 113 124 181,143.1,0.0,1
13858,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,023 096,11,002 023 039 050 060 096 098 102 126 150 168,470.9,36.3,5
13859,"SAENZ PEÑA, LUIS, PRES.",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,3,060 102 168,12,002 023 039 050 060 096 098 102 103 126 150 168,472.8,80.6,5
13860,"ACHAVAL RODRIGUEZ, T., DR. AV.",Puerto Madero,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,2,002 004,19.0,0.0,0
13861,REPUBLICA BOLIVARIANA DE VENEZUELA,Almagro,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,084 088,14,002 008 026 056 084 086 088 096 103 127 128 132 160 181,432.0,20.8,2
13862,TREINTA Y TRES ORIENTALES,Almagro,CALLE,VÍA LOCAL,0,,11,002 008 026 056 084 086 088 096 103 132 181,360.1,0.0,2
13863,EL TROVADOR,Villa Santa Rita,PASAJE,VÍA LOCAL,0,,7,025 047 063 084 124 133 134,158.5,0.0,0
13864,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,2,025 047,35.7,0.0,0
13865,PASO DE LOS LIBRES,Villa Devoto,PASAJE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,0
13866,"BRUNO, GIORDANO",Caballito,CALLE,VÍA LOCAL,0,,12,001 002 008 049 084 086 092 096 136 163 172 180,331.6,0.0,0
13867,REPUBLICA BOLIVARIANA DE VENEZUELA,Almagro,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,084 088,14,002 008 015 026 056 065 084 085 086 088 096 103 132 181,471.4,20.8,1
13868,"VERA PEÑALOZA,  ROSARIO",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,8,002 004 008 020 086 103 111 129,182.8,0.0,0
13869,GORRITI JUANA MANUELA,Puerto Madero,CALLE PEATONAL,VÍA LOCAL,0,,11,002 004 008 020 064 086 093 103 111 129 130,287.9,0.0,1
13870,"DIAZ, CESAR, GRAL.",Villa Santa Rita,CALLE,VÍA LOCAL,0,,3,025 047 053,64.8,0.0,0
13871,CONCORDIA,Villa Santa Rita,CALLE,VÍA LOCAL,1,025,3,025 047 053,64.8,12.0,1
13872,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,023 096,14,023 037 039 050 053 060 084 090 096 102 126 150 151 168,541.8,36.3,3
13873,"CEVALLOS, VIRREY",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,16,002 012 023 037 050 053 060 084 090 096 098 102 126 150 151 168,615.5,0.0,1
13874,NEUQUEN,Flores,CALLE,VÍA LOCAL,4,084 106 124 181,5,084 106 113 124 181,143.1,58.8,3
13875,GAVILAN,Flores,CALLE,VÍA LOCAL,2,099 113,5,084 106 113 124 181,143.1,6.7,3
13876,ALVAREZ JONTE AV.,Monte Castro,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,3,053 106 135,5,053 085 106 114 135,141.2,45.5,6
13877,SEGUROLA AV.,Monte Castro,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,3,085 106 114,5,053 085 106 114 135,141.2,42.5,6
13878,LASCANO,Monte Castro,CALLE,VÍA LOCAL,3,053 106 135,5,053 085 106 114 135,141.2,50.7,0
13879,"MOHR, ALEJANDRO",Monte Castro,PASAJE,VÍA LOCAL,0,,6,053 085 106 114 124 135,161.2,0.0,0
13880,"VALLESE, FELIPE",Flores,CALLE,VÍA LOCAL,0,,9,044 076 084 092 106 113 124 172 181,251.4,0.0,3
13881,"TRELLES, MANUEL R.",Flores,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,044 076,7,044 076 084 106 113 124 181,194.0,32.3,2
13882,"MAGARIÑOS CERVANTES, A.",Villa Santa Rita,CALLE,VÍA LOCAL,2,025 047,3,025 047 053,64.8,18.0,5
13883,"LAMARCA, EMILIO",Villa Santa Rita,CALLE,VÍA LOCAL,1,025,3,025 047 053,64.8,12.0,4
13884,REPUBLICA BOLIVARIANA DE VENEZUELA,Almagro,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,084 088,14,002 008 015 026 056 065 084 085 086 088 096 103 132 181,471.4,20.8,1
13885,"MARMOL, JOSE",Almagro,CALLE,VÍA LOCAL,0,,14,002 008 015 026 056 065 084 085 086 088 096 103 132 181,471.4,0.0,2
13886,"VERA PEÑALOZA,  ROSARIO",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,11,002 004 008 020 029 062 086 103 111 129 130,269.7,0.0,0
13887,"VERA PEÑALOZA,  ROSARIO",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,0,,0.0,0.0,0
13888,"VERA PEÑALOZA,  ROSARIO",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,1,004,10.9,0.0,0
13889,"LISTA, RAMON, CORONEL",Villa Real,CALLE,VÍA LOCAL,0,,10,021 028 053 080 085 108 117 146 161 181,391.7,0.0,0
13890,CORTINA,Villa Real,CALLE,VÍA LOCAL,0,,10,021 028 053 080 085 108 117 146 161 181,409.5,0.0,1
13891,SANTO TOME,Monte Castro,CALLE,VÍA LOCAL,0,,8,025 047 053 106 107 109 124 135,220.7,0.0,0
13892,AGRELO,Balvanera,CALLE,VÍA LOCAL,0,,14,002 007 031 032 041 056 075 084 088 096 103 115 128 180,389.9,0.0,4
13893,SANCHEZ DE LORIA,,CALLE,VÍA LOCAL,2,007 084,12,002 007 031 032 056 075 084 096 103 115 128 180,340.9,28.0,4
13894,"VIALE, LUIS",Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,11,034 053 063 084 106 113 124 133 134 166 181,320.5,0.0,1
13895,CONDARCO,,CALLE,VÍA LOCAL,0,,11,034 053 063 084 106 113 124 133 134 166 181,320.5,0.0,0
13896,"MOREAU DE JUSTO, ALICIA AV.",Puerto Madero,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,3,020 103 111,13,002 004 008 020 029 062 064 086 103 111 129 130 152,356.2,72.7,0
13897,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,023 096,14,012 023 037 050 053 060 084 090 096 102 126 150 151 168,537.1,36.3,3
13898,SOLIS,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,4,006 050 150 168,14,002 012 023 037 050 060 084 090 096 098 102 150 151 168,554.4,49.0,6
13899,"CALDERON DE LA BARCA, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,0
13900,"ESCALADA DE SAN MARTIN, R.",Villa Santa Rita,CALLE,VÍA LOCAL,0,,2,025 047,35.7,0.0,0
13901,CAMPANA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,2,025 047,35.7,0.0,0
13902,"JUSTO, JUAN B. AV.",Villa Santa Rita,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,034 166,11,034 053 063 084 106 113 124 133 134 166 181,320.5,95.7,4
13903,NAZCA AV.,Villa Santa Rita,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,5,063 084 124 133 134,10,034 053 063 084 106 124 133 134 166 181,306.8,122.8,6
13904,ALCARAZ,Monte Castro,CALLE,VÍA LOCAL,0,,5,053 085 106 114 135,141.2,0.0,0
13905,SANABRIA,Monte Castro,CALLE,VÍA LOCAL,3,085 106 114,5,053 085 106 114 135,141.2,39.7,3
13906,MIRANDA,Monte Castro,CALLE,VÍA LOCAL,0,,6,053 085 106 109 114 135,173.2,0.0,0
13907,GUALEGUAYCHU,Monte Castro,CALLE,VÍA LOCAL,0,,5,053 085 106 114 135,141.2,0.0,0
13908,ESPINOSA,Caballito,CALLE,VÍA LOCAL,0,,4,084 092 172 181,107.9,0.0,1
13909,TINOGASTA,Villa Real,CALLE,VÍA LOCAL,0,,3,053 135 181,81.2,0.0,0
13910,VIRGILIO,Villa Real,CALLE,VÍA LOCAL,0,,3,053 135 181,81.2,0.0,0
13911,REPUBLICA BOLIVARIANA DE VENEZUELA,Almagro,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,084 088,14,002 008 015 026 056 065 084 085 086 088 096 103 132 181,471.4,20.8,2
13912,PAEZ,Flores,CALLE,VÍA LOCAL,0,,7,044 076 084 106 113 124 181,194.0,0.0,0
13913,"LAMAS, ANDRES",Flores,CALLE,VÍA LOCAL,0,,7,044 076 084 106 113 124 181,194.0,0.0,3
13914,TRES ARROYOS,Villa Santa Rita,CALLE,VÍA LOCAL,0,,9,034 053 063 084 106 124 133 134 166,284.7,0.0,3
13915,ARGERICH,Villa Santa Rita,CALLE,VÍA LOCAL,0,,9,034 053 063 084 106 124 133 134 166,284.7,0.0,0
13916,"BEIRO, FRANCISCO AV.",Villa Real,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,5,080 085 108 146 181,10,021 028 053 080 085 108 117 146 161 181,409.5,74.6,4
13918,"VARELA, JOSE PEDRO",Villa Real,CALLE,VÍA LOCAL,0,,6,053 080 108 135 146 181,174.9,0.0,0
13919,"HUGO, VICTOR",Villa Real,CALLE,VÍA LOCAL,0,,9,021 028 080 085 108 117 146 161 181,366.8,0.0,0
13920,"VERA PEÑALOZA,  ROSARIO",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,3,020 103 111,11,002 004 008 020 029 062 086 103 111 129 130,269.7,42.0,1
13921,"HUERGO, ING. AV.",Puerto Madero,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,3,004 020 129,18,002 004 008 020 029 033 061 062 064 074 086 093 103 111 129 130 143 152,476.8,21.8,3
13922,"SASTRE, MARCOS",Monte Castro,CALLE,VÍA LOCAL,1,124,5,025 047 107 109 124,124.5,10.0,2
13923,NAMUNCURA,Monte Castro,PASAJE,VÍA LOCAL,0,,5,025 047 107 109 124,124.5,0.0,1
13924,"LOZANO, PEDRO",Villa Real,CALLE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,4
13925,"CUNEO, FRANCISCO",Villa Real,PASAJE,VÍA LOCAL,0,,5,047 053 109 135 181,135.0,0.0,0
13926,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,023 096,14,002 012 023 037 050 060 084 090 096 098 102 150 151 168,554.4,36.3,8
13927,ENTRE RIOS AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,10,006 008 012 037 050 084 090 129 150 151,12,002 012 023 037 050 084 090 096 098 150 151 168,449.8,126.9,11
13928,REPUBLICA BOLIVARIANA DE VENEZUELA,Almagro,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,2,084 088,14,002 008 015 026 056 065 084 085 086 088 096 103 132 181,471.4,20.8,5
13929,MUÑIZ,Almagro,CALLE,VÍA LOCAL,6,002 008 026 086 103 132,14,002 008 015 026 056 065 084 085 086 088 096 103 132 181,471.4,111.6,10
13930,YERBAL,Caballito,CALLE,VÍA LOCAL,0,,22,001 002 008 025 026 042 049 053 055 084 085 086 088 096 103 132 135 136 163 172 180 181,644.8,0.0,1
13931,PARRAL,Caballito,CALLE,VÍA LOCAL,0,,23,001 002 008 025 026 042 049 053 055 084 085 086 088 092 096 103 132 135 136 163 172 180 181,676.7,0.0,0
13932,SEGUROLA AV.,Monte Castro,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,3,085 106 114,5,053 085 106 114 135,141.2,42.5,3
13933,MENDEZ DE ANDES,Caballito,CALLE,VÍA LOCAL,0,,8,044 076 084 092 106 124 172 181,237.7,0.0,1
13934,MORELOS,Caballito,CALLE,VÍA LOCAL,0,,8,044 076 084 092 106 124 172 181,237.7,0.0,0
13935,ESTADOS UNIDOS,San Telmo,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,16,002 004 008 020 029 033 061 062 064 074 086 103 111 129 130 152,420.4,0.0,0
13936,"PAZ, GRAL. AV.",Villa Real,AVENIDA,VÍA TRONCAL,10,021 028 053 080 085 117 124 146 161 181,10,021 028 053 080 085 108 117 146 161 181,409.5,192.1,4
13937,"DEALESSI, PIERINA",Puerto Madero,CALLE,VÍA LOCAL,0,,1,004,15.0,0.0,0
13938,MELINCUE,Villa Devoto,CALLE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,0
13939,PASO DE LOS LIBRES,Villa Devoto,PASAJE,VÍA LOCAL,0,,8,025 047 053 107 109 124 135 181,205.7,0.0,0
13940,BACACAY,Caballito,CALLE,VÍA LOCAL,0,,16,001 002 008 025 049 053 055 085 086 092 096 132 136 163 172 180,503.9,0.0,0
13941,ROJAS,Caballito,CALLE,VÍA LOCAL,0,,18,001 002 008 025 049 053 055 084 085 086 092 096 132 136 163 172 180 181,554.3,0.0,0
13943,AZOPARDO,San Telmo,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,004,18,002 004 008 020 029 033 061 062 064 074 086 093 103 111 129 130 143 152,476.8,5.5,0
13944,"GONZALEZ, ELPIDIO",Monte Castro,CALLE,VÍA LOCAL,0,,6,053 085 106 109 114 135,173.2,0.0,0
13945,MERCEDES,Monte Castro,CALLE,VÍA LOCAL,0,,6,053 085 106 109 114 135,173.2,0.0,0
13946,AGRELO,Almagro,CALLE,VÍA LOCAL,2,007 084,13,002 007 031 032 056 075 084 096 103 115 128 160 180,366.7,28.0,3
13947,LINIERS VIRREY,Almagro,CALLE,VÍA LOCAL,0,,14,002 007 031 032 056 075 084 096 103 115 127 128 160 180,382.7,0.0,1
13948,INDEPENDENCIA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,023 096,14,002 012 023 037 050 053 084 090 096 098 126 150 151 168,510.8,36.3,8
13949,COMBATE DE LOS POZOS,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,6,012 037 084 090 096 151,14,002 012 023 037 050 053 084 090 096 098 126 150 151 168,510.8,119.0,10
13950,FRANKLIN,Flores,CALLE,VÍA LOCAL,0,,5,084 106 113 124 181,143.1,0.0,0
13951,FRAY CAYETANO RODRIGUEZ,Flores,CALLE,VÍA LOCAL,0,,5,084 106 113 124 181,143.1,0.0,2
13952,ALLENDE,Monte Castro,CALLE,VÍA LOCAL,0,,7,025 053 106 107 114 124 135,181.0,0.0,0
13953,BOYACA,Flores,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,099 113,7,044 076 084 106 113 124 181,194.0,7.1,4
13954,LAS PROVINCIAS,Villa Santa Rita,PASAJE,VÍA LOCAL,0,,8,034 053 063 084 124 133 134 166,247.5,0.0,0
13955,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,0,,5,063 084 124 133 134,122.8,0.0,0
13956,SIMBRON,Villa Real,CALLE,VÍA LOCAL,0,,3,053 135 181,81.2,0.0,0
13957,MOLIERE,Villa Real,CALLE,VÍA LOCAL,0,,6,053 080 108 135 146 181,174.9,0.0,0
13958,MEXICO,Balvanera,CALLE,VÍA LOCAL,1,096,17,002 023 031 032 041 056 062 075 084 088 096 098 101 103 118 129 188,499.1,24.0,3
